iter	Passed	Remaining
1663	220603	442266
1664	220755	442173
1665	220892	442049
1666	221056	441980
1667	221191	441852
1668	221338	441749
1669	221473	441621
1670	221613	441502
1671	221745	441368
1672	221894	441268
1673	222020	441123
1674	222172	441029
1675	222308	440902
1676	222452	440792
1677	222587	440665
1678	222722	440537
1679	222841	440377
1680	222986	440268
1681	223119	440136
1682	223273	440046
1683	223412	439925
1684	223555	439813
1685	223687	439680
1686	223851	439609
1687	223993	439493
1688	224146	439401
1689	224278	439268
1690	224429	439170
1691	224567	439047
1692	224730	438973
1693	224869	438854
1694	225007	438731
1695	225144	438606
1696	225300	438520
1697	225430	438381
1698	225577	438276
1699	225726	438174
1700	225871	438066
1701	226035	437994
1702	226187	437898
1703	226313	437752
1704	226459	437644
1705	226599	437525
1706	226761	437449
1707	226907	437341
1708	227106	437336
1709	227258	437240
1710	227420	437163
1711	227575	437072
1712	227758	437036
1713	227928	436974
1714	228103	436921
1715	228251	436817
1716	228436	436782
1717	228582	436675
1718	228743	436594
1719	228893	436495
1720	229051	436409
1721	229180	436268
1722	229331	436169
1723	229454	436016
1724	229588	435886
1725	229709	435729
1726	229848	435606
1727	229998	435506
1728	230149	435407
1729	230295	435298
1730	230456	435217
1731	230579	435066
1732	230732	434969
1733	230870	434845
1734	231013	434731
1735	231149	434604
1736	231308	434518
1737	231437	434378
1738	231614	434326
1739	231692	434089
1740	231831	433967
1741	231984	433872
1742	232131	433765
1743	232258	433619
1744	232410	433522
1745	232542	433385
1746	232690	433281
1747	232814	433130
1748	232957	433015
1749	233113	432924
1750	233271	432837
1751	233414	432722
1752	233548	432591
1753	233684	432462
1754	233819	432332
1755	233960	432214
1756	234110	432112
1757	234235	431963
1758	234392	431874
1759	234534	431756
1760	234697	431678
1761	234825	431535
1762	234964	431411
1763	235103	431290
1764	235248	431177
1765	235382	431045
1766	235523	430925
1767	235645	430773
1768	235802	430683
1769	235927	430533
1770	236082	430441
1771	236202	430283
1772	236361	430196
1773	236480	430037
1774	236636	429945
1775	236770	429812
1776	236931	429730
1777	237082	429629
1778	237245	429549
1779	237391	429438
1780	237585	429414
1781	237752	429341
1782	237922	429274
1783	238095	429212
1784	238256	429127
1785	238413	429036
1786	238574	428953
1787	238707	428818
1788	238890	428773
1789	239060	428706
1790	239205	428592
1791	239356	428490
1792	239493	428363
1793	239620	428218
1794	239759	428094
1795	239897	427969
1796	240063	427893
1797	240193	427752
1798	240356	427672
1799	240483	427525
1800	240606	427374
1801	240739	427238
1802	240891	427138
1803	241042	427035
1804	241186	426920
1805	241336	426815
1806	241480	426700
1807	241609	426558
1808	241752	426441
1809	241888	426312
1810	242034	426200
1811	242144	426024
1812	242274	425884
1813	242415	425763
1814	242542	425618
1815	242670	425474
1816	242810	425352
1817	242956	425240
1818	243126	425171
1819	243257	425031
1820	243390	424896
1821	243524	424765
1822	243677	424663
1823	243818	424542
1824	243979	424457
1825	244101	424303
1826	244277	424243
1827	244421	424127
1828	244577	424032
1829	244680	423845
1830	244833	423745
1831	244967	423612
1832	245143	423550
1833	245294	423447
1834	245440	423334
1835	245572	423197
1836	245715	423080
1837	245848	422945
1838	245987	422820
1839	246127	422697
1840	246293	422618
1841	246421	422475
1842	246580	422385
1843	246710	422244
1844	246882	422176
1845	247006	422025
1846	247152	421911
1847	247267	421746
1848	247408	421625
1849	247540	421488
1850	247675	421356
1851	247796	421201
1852	247932	421070
1853	248070	420944
1854	248217	420832
1855	248355	420705
1856	248511	420609
1857	248644	420473
1858	248790	420361
1859	248946	420264
1860	249104	420170
1861	249231	420026
1862	249395	419942
1863	249533	419815
1864	249678	419700
1865	249794	419536
1866	249952	419443
1867	250079	419298
1868	250224	419182
1869	250351	419037
1870	250491	418913
1871	250613	418759
1872	250764	418654
1873	250895	418515
1874	251044	418408
1875	251167	418256
1876	251306	418130
1877	251413	417951
1878	251560	417840
1879	251693	417704
1880	251863	417629
1881	251996	417494
1882	252123	417349
1883	252228	417168
1884	252345	417005
1885	252470	416857
1886	252618	416747
1887	252741	416595
1888	252892	416490
1889	253028	416359
1890	253162	416224
1891	253285	416072
1892	253432	415961
1893	253568	415831
1894	253719	415724
1895	253821	415539
1896	253969	415427
1897	254085	415265
1898	254236	415159
1899	254364	415016
1900	254521	414919
1901	254652	414780
1902	254801	414671
1903	254956	414572
1904	255105	414462
1905	255234	414320
1906	255380	414207
1907	255506	414059
1908	255659	413956
1909	255781	413803
1910	255926	413687
1911	256050	413537
1912	256193	413417
1913	256317	413267
1914	256439	413115
1915	256560	412961
1916	256692	412823
1917	256812	412667
1918	256972	412576
1919	257157	412523
1920	257336	412461
1921	257508	412389
1922	257677	412310
1923	257859	412252
1924	257999	412128
1925	258140	412006
1926	258308	411926
1927	258456	411814
1928	258624	411733
1929	258769	411617
1930	258934	411532
1931	259065	411394
1932	259219	411291
1933	259351	411153
1934	259515	411066
1935	259625	410894
1936	259776	410787
1937	259913	410658
1938	260104	410613
1939	260310	410592
1940	260457	410478
1941	260590	410343
1942	260733	410223
1943	260875	410100
1944	261026	409992
1945	261186	409898
1946	261323	409768
1947	261464	409646
1948	261602	409517
1949	261753	409409
1950	261890	409278
1951	262058	409197
1952	262190	409060
1953	262371	408999
1954	262505	408864
1955	262656	408755
1956	262810	408652
1957	262945	408518
1958	263093	408405
1959	263268	408335
1960	263389	408180
1961	263533	408060
1962	263668	407926
1963	263810	407804
1964	263951	407681
1965	264098	407566
1966	264239	407442
1967	264376	407312
1968	264489	407145
1969	264622	407008
1970	264753	406868
1971	264905	406762
1972	265042	406631
1973	265185	406510
1974	265307	406356
1975	265446	406229
1976	265566	406074
1977	265709	405952
1978	265810	405766
1979	265946	405636
1980	266094	405521
1981	266256	405430
1982	266393	405299
1983	266531	405171
1984	266662	405031
1985	266801	404904
1986	266919	404744
1987	267061	404622
1988	267200	404495
1989	267316	404332
1990	267440	404182
1991	267555	404019
1992	267673	403861
1993	267810	403729
1994	267921	403560
1995	268066	403443
1996	268198	403305
1997	268345	403189
1998	268485	403064
1999	268611	402917
2000	268751	402791
2001	268873	402638
2002	268971	402449
2003	269104	402314
2004	269244	402188
2005	269394	402078
2006	269525	401937
2007	269662	401807
2008	269790	401664
2009	269922	401526
2010	270040	401368
2011	270164	401218
2012	270315	401109
2013	270450	400976
2014	270563	400810
2015	270693	400669
2016	270814	400514
2017	270958	400395
2018	271081	400245
2019	271241	400147
2020	271374	400012
2021	271516	399889
2022	271650	399755
2023	271794	399634
2024	271915	399481
2025	272065	399368
2026	272210	399251
2027	272357	399135
2028	272493	399004
2029	272668	398928
2030	272820	398820
2031	272979	398721
2032	273116	398591
2033	273270	398485
2034	273418	398372
2035	273559	398246
2036	273677	398088
2037	273836	397990
2038	273989	397883
2039	274136	397766
2040	274273	397636
2041	274425	397527
2042	274547	397375
2043	274701	397269
2044	274833	397130
2045	274977	397011
2046	275122	396890
2047	275301	396820
2048	275476	396745
2049	275663	396686
2050	275892	396687
2051	276155	396738
2052	276358	396701
2053	276482	396551
2054	276630	396436
2055	276751	396282
2056	276899	396166
2057	276987	395965
2058	277125	395835
2059	277276	395724
2060	277419	395602
2061	277555	395469
2062	277707	395360
2063	277849	395235
2064	277975	395088
2065	278107	394950
2066	278273	394860
2067	278436	394766
2068	278609	394684
2069	278735	394539
2070	278877	394414
2071	278990	394248
2072	279100	394079
2073	279273	393999
2074	279411	393868
2075	279502	393672
2076	279634	393534
2077	279764	393393
2078	279895	393254
2079	280059	393160
2080	280250	393104
2081	280439	393046
2082	280648	393015
2083	280820	392932
2084	281003	392866
2085	281135	392727
2086	281319	392660
2087	281473	392553
2088	281667	392500
2089	281824	392396
2090	281998	392317
2091	282122	392166
2092	282293	392082
2093	282464	391996
2094	282648	391929
2095	282785	391798
2096	282934	391682
2097	283108	391602
2098	283274	391510
2099	283450	391431
2100	283633	391362
2101	283808	391283
2102	284001	391227
2103	284185	391159
2104	284329	391037
2105	284503	390955
2106	284664	390855
2107	284844	390782
2108	285032	390719
2109	285220	390657
2110	285402	390586
2111	285570	390496
2112	285778	390460
2113	285923	390338
2114	286039	390176
2115	286154	390014
2116	286301	389895
2117	286481	389820
2118	286689	389783
2119	286848	389681
2120	287012	389584
2121	287177	389489
2122	287361	389420
2123	287479	389261
2124	287628	389144
2125	287772	389021
2126	287887	388858
2127	288042	388748
2128	288217	388666
2129	288395	388589
2130	288605	388554
2131	288807	388508
2132	288977	388418
2133	289149	388332
2134	289336	388266
2135	289536	388217
2136	289732	388163
2137	289912	388087
2138	290078	387991
2139	290246	387899
2140	290381	387763
2141	290549	387670
2142	290709	387567
2143	290828	387409
2144	291017	387345
2145	291200	387271
2146	291381	387196
2147	291571	387133
2148	291760	387068
2149	291951	387005
2150	292150	386952
2151	292341	386890
2152	292560	386864
2153	292772	386829
2154	293006	386822
2155	293189	386749
2156	293365	386665
2157	293551	386595
2158	293735	386523
2159	293937	386473
2160	294112	386388
2161	294295	386314
2162	294480	386241
2163	294631	386125
2164	294800	386031
2165	294968	385937
2166	295143	385852
2167	295321	385770
2168	295528	385727
2169	295711	385651
2170	295914	385602
2171	296078	385501
2172	296267	385433
2173	296467	385381
2174	296636	385286
2175	296798	385183
2176	297007	385141
2177	297202	385080
2178	297363	384975
2179	297538	384888
2180	297691	384773
2181	297830	384640
2182	298035	384592
2183	298220	384519
2184	298407	384447
2185	298565	384337
2186	298710	384212
2187	298829	384052
2188	299004	383965
2189	299200	383905
2190	299473	383944
2191	299719	383946
2192	299930	383904
2193	300128	383847
2194	300243	383682
2195	300356	383514
2196	300465	383342
2197	300673	383297
2198	300890	383262
2199	301127	383253
2200	301321	383189
2201	301497	383101
2202	301650	382985
2203	301788	382850
2204	301909	382692
2205	302088	382609
2206	302302	382569
2207	302494	382502
2208	302675	382421
2209	302824	382298
2210	302966	382167
2211	303124	382057
2212	303277	381940
2213	303413	381801
2214	303574	381695
2215	303720	381569
2216	303889	381471
2217	304016	381322
2218	304115	381138
2219	304250	380997
2220	304439	380926
2221	304548	380754
2222	304735	380679
2223	304875	380545
2224	305018	380415
2225	305152	380275
2226	305312	380167
2227	305532	380133
2228	305700	380033
2229	305860	379924
2230	305979	379765
2231	306116	379628
2232	306224	379454
2233	306326	379275
2234	306414	379076
2235	306506	378883
2236	306604	378698
2237	306703	378514
2238	306775	378296
2239	306895	378139
2240	306977	377934
2241	307076	377750
2242	307181	377574
2243	307301	377416
2244	307525	377386
2245	307734	377338
2246	307900	377236
2247	308075	377146
2248	308245	377048
2249	308412	376948
2250	308585	376854
2251	308738	376738
2252	308888	376616
2253	309064	376526
2254	309216	376407
2255	309417	376348
2256	309591	376256
2257	309789	376193
2258	309981	376121
2259	310168	376044
2260	310367	375981
2261	310571	375925
2262	310708	375788
2263	310864	375674
2264	311043	375586
2265	311227	375506
2266	311425	375441
2267	311620	375373
2268	311810	375299
2269	311984	375206
2270	312183	375142
2271	312388	375086
2272	312655	375104
2273	312852	375038
2274	313023	374939
2275	313222	374875
2276	313416	374806
2277	313624	374752
2278	313841	374709
2279	314044	374649
2280	314194	374526
2281	314388	374455
2282	314582	374384
2283	314787	374327
2284	314969	374242
2285	315186	374197
2286	315366	374109
2287	315497	373964
2288	315670	373867
2289	315866	373798
2290	316071	373739
2291	316293	373700
2292	316502	373646
2293	316678	373553
2294	316902	373516
2295	317116	373468
2296	317333	373422
2297	317585	373419
2298	317779	373346
2299	318009	373315
2300	318191	373228
2301	318399	373172
2302	318564	373065
2303	318776	373012
2304	318975	372945
2305	319165	372866
2306	319343	372775
2307	319548	372713
2308	319755	372655
2309	319919	372546
2310	320125	372486
2311	320311	372403
2312	320510	372335
2313	320678	372231
2314	320830	372107
2315	321013	372021
2316	321161	371892
2317	321345	371807
2318	321508	371696
2319	321690	371607
2320	321878	371526
2321	322042	371416
2322	322175	371271
2323	322266	371077
2324	322397	370930
2325	322535	370790
2326	322658	370634
2327	322813	370514
2328	322983	370411
2329	323166	370323
2330	323354	370241
2331	323564	370184
2332	323728	370074
2333	323867	369935
2334	324004	369795
2335	324110	369619
2336	324226	369453
2337	324331	369277
2338	324473	369142
2339	324692	369095
2340	324914	369050
2341	325184	369061
2342	325358	368961
2343	325548	368880
2344	325738	368799
2345	325930	368721
2346	326098	368615
2347	326271	368514
2348	326493	368469
2349	326618	368314
2350	326760	368178
2351	326975	368125
2352	327180	368060
2353	327326	367929
2354	327537	367871
2355	327760	367825
2356	327954	367748
2357	328152	367675
2358	328330	367579
2359	328522	367499
2360	328701	367404
2361	328859	367286
2362	329059	367215
2363	329260	367144
2364	329502	367120
2365	329663	367004
2366	329790	366852
2367	329995	366785
2368	330214	366734
2369	330384	366629
2370	330540	366508
2371	330722	366416
2372	330940	366363
2373	331145	366296
2374	331341	366219
2375	331547	366153
2376	331753	366087
2377	331951	366012
2378	332099	365882
2379	332285	365793
2380	332474	365707
2381	332694	365656
2382	332923	365615
2383	333121	365538
2384	333308	365451
2385	333502	365370
2386	333700	365295
2387	333908	365230
2388	334128	365177
2389	334357	365135
2390	334519	365018
2391	334729	364955
2392	334919	364870
2393	335136	364814
2394	335347	364752
2395	335564	364695
2396	335783	364641
2397	335963	364543
2398	336197	364506
2399	336426	364462
2400	336654	364417
2401	336848	364334
2402	337044	364255
2403	337224	364157
2404	337374	364027
2405	337522	363895
2406	337728	363825
2407	337925	363746
2408	338086	363628
2409	338273	363538
2410	338466	363454
2411	338657	363368
2412	338864	363300
2413	339075	363234
2414	339204	363081
2415	339394	362995
2416	339601	362925
2417	339741	362783
2418	339895	362658
2419	340103	362589
2420	340316	362526
2421	340509	362441
2422	340707	362361
2423	340904	362281
2424	341098	362197
2425	341315	362137
2426	341510	362055
2427	341721	361988
2428	341907	361895
2429	342060	361767
2430	342278	361708
2431	342438	361588
2432	342601	361470
2433	342767	361356
2434	342956	361266
2435	343121	361151
2436	343256	361003
2437	343438	360906
2438	343613	360801
2439	343752	360658
2440	343911	360535
2441	344058	360402
2442	344194	360255
2443	344366	360147
2444	344572	360074
2445	344712	359933
2446	344887	359827
2447	345017	359674
2448	345206	359583
2449	345419	359518
2450	345601	359419
2451	345787	359325
2452	345953	359211
2453	346191	359170
2454	346426	359126
2455	346596	359015
2456	346745	358881
2457	346943	358799
2458	347149	358726
2459	347284	358578
2460	347427	358439
2461	347638	358369
2462	347793	358242
2463	347930	358097
2464	348074	357959
2465	348249	357852
2466	348396	357717
2467	348551	357589
2468	348734	357491
2469	348926	357402
2470	349051	357244
2471	349278	357190
2472	349472	357103
2473	349674	357023
2474	349866	356934
2475	350034	356820
2476	350134	356636
2477	350337	356558
2478	350485	356423
2479	350655	356311
2480	350831	356204
2481	351033	356125
2482	351238	356047
2483	351464	355992
2484	351655	355900
2485	351819	355781
2486	351933	355612
2487	352084	355481
2488	352223	355337
2489	352404	355234
2490	352621	355169
2491	352794	355059
2492	352963	354945
2493	353126	354825
2494	353321	354738
2495	353501	354634
2496	353675	354525
2497	353802	354368
2498	353984	354267
2499	354175	354175
2500	354325	354042
2501	354416	353849
2502	354581	353731
2503	354797	353663
2504	354996	353579
2505	355186	353485
2506	355331	353347
2507	355557	353288
2508	355747	353195
2509	355959	353123
2510	356159	353038
2511	356317	352912
2512	356520	352831
2513	356714	352741
2514	356922	352664
2515	357118	352575
2516	357320	352493
2517	357492	352381
2518	357707	352311
2519	357892	352211
2520	358044	352079
2521	358190	351941
2522	358363	351829
2523	358508	351690
2524	358653	351551
2525	358797	351411
2526	358957	351286
2527	359090	351135
2528	359263	351024
2529	359398	350874
2530	359544	350736
2531	359792	350697
2532	359943	350564
2533	360060	350398
2534	360205	350259
2535	360409	350177
2536	360581	350064
2537	360732	349930
2538	360847	349762
2539	360984	349615
2540	361119	349466
2541	361269	349331
2542	361379	349158
2543	361539	349033
2544	361665	348876
2545	361824	348749
2546	361957	348599
2547	362108	348465
2548	362243	348316
2549	362393	348182
2550	362547	348051
2551	362717	347936
2552	362860	347794
2553	363025	347674
2554	363155	347520
2555	363318	347398
2556	363459	347255
2557	363615	347126
2558	363719	346947
2559	363859	346803
2560	363980	346641
2561	364150	346525
2562	364307	346397
2563	364466	346271
2564	364606	346127
2565	364790	346025
2566	364901	345853
2567	365078	345743
2568	365167	345551
2569	365322	345421
2570	365452	345268
2571	365610	345141
2572	365724	344971
2573	365874	344837
2574	365984	344665
2575	366128	344524
2576	366261	344373
2577	366398	344227
2578	366507	344053
2579	366662	343923
2580	366823	343798
2581	366977	343667
2582	367095	343503
2583	367269	343391
2584	367422	343259
2585	367612	343161
2586	367703	342971
2587	367865	342848
2588	368009	342708
2589	368161	342575
2590	368296	342426
2591	368454	342298
2592	368597	342156
2593	368757	342031
2594	368884	341875
2595	369045	341750
2596	369184	341606
2597	369348	341483
2598	369486	341337
2599	369643	341209
2600	369787	341068
2601	369929	340926
2602	370033	340749
2603	370168	340600
2604	370271	340422
2605	370391	340260
2606	370526	340111
2607	370616	339921
2608	370729	339752
2609	370883	339621
2610	370977	339435
2611	371119	339292
2612	371256	339146
2613	371410	339014
2614	371548	338868
2615	371696	338733
2616	371814	338568
2617	371980	338447
2618	372098	338284
2619	372247	338148
2620	372390	338007
2621	372548	337879
2622	372669	337718
2623	372782	337549
2624	372931	337414
2625	373056	337256
2626	373181	337098
2627	373331	336964
2628	373462	336811
2629	373589	336656
2630	373708	336494
2631	373845	336347
2632	373968	336187
2633	374105	336042
2634	374227	335881
2635	374354	335726
2636	374476	335566
2637	374583	335392
2638	374719	335245
2639	374911	335147
2640	375064	335015
2641	375227	334893
2642	375384	334763
2643	375585	334674
2644	375729	334534
2645	375883	334403
2646	376019	334255
2647	376165	334117
2648	376310	333977
2649	376487	333866
2650	376616	333713
2651	376757	333569
2652	376884	333414
2653	377010	333258
2654	377123	333090
2655	377277	332958
2656	377427	332823
2657	377569	332681
2658	377665	332499
2659	377752	332308
2660	377886	332159
2661	378017	332007
2662	378146	331854
2663	378256	331684
2664	378375	331522
2665	378489	331356
2666	378674	331251
2667	378872	331157
2668	379037	331036
2669	379158	330875
2670	379293	330727
2671	379423	330575
2672	379551	330421
2673	379653	330244
2674	379772	330082
2675	379903	329931
2676	380052	329795
2677	380180	329641
2678	380325	329501
2679	380456	329350
2680	380604	329213
2681	380748	329073
2682	380868	328912
2683	381023	328781
2684	381168	328642
2685	381302	328493
2686	381450	328356
2687	381592	328214
2688	381746	328083
2689	381863	327920
2690	382032	327801
2691	382144	327633
2692	382290	327494
2693	382438	327358
2694	382601	327233
2695	382744	327093
2696	382891	326955
2697	383028	326809
2698	383181	326677
2699	383326	326537
2700	383492	326416
2701	383643	326281
2702	383757	326116
2703	383905	325979
2704	384044	325834
2705	384167	325676
2706	384325	325548
2707	384454	325394
2708	384591	325248
2709	384707	325085
2710	384852	324945
2711	384968	324781
2712	385089	324621
2713	385187	324442
2714	385304	324280
2715	385438	324131
2716	385575	323985
2717	385706	323834
2718	385854	323697
2719	385979	323541
2720	386113	323393
2721	386235	323234
2722	386364	323082
2723	386499	322934
2724	386631	322784
2725	386751	322624
2726	386882	322472
2727	386996	322308
2728	387135	322163
2729	387272	322017
2730	387424	321884
2731	387555	321733
2732	387706	321598
2733	387840	321450
2734	387998	321322
2735	388145	321184
2736	388303	321056
2737	388434	320905
2738	388583	320768
2739	388730	320631
2740	388891	320505
2741	389047	320375
2742	389212	320252
2743	389358	320113
2744	389513	319983
2745	389667	319850
2746	389862	319752
2747	390038	319638
2748	390215	319525
2749	390384	319405
2750	390580	319307
2751	390729	319171
2752	390887	319042
2753	391040	318909
2754	391212	318792
2755	391348	318645
2756	391479	318494
2757	391614	318346
2758	391759	318206
2759	391897	318061
2760	392039	317919
2761	392169	317768
2762	392318	317631
2763	392448	317480
2764	392604	317349
2765	392746	317207
2766	392931	317100
2767	393081	316964
2768	393236	316833
2769	393375	316688
2770	393563	316583
2771	393704	316441
2772	393847	316299
2773	393968	316140
2774	394095	315986
2775	394228	315837
2776	394360	315687
2777	394499	315542
2778	394647	315405
2779	394820	315288
2780	394973	315155
2781	395105	315004
2782	395320	314920
2783	395564	314859
2784	395786	314781
2785	395980	314680
2786	396114	314532
2787	396275	314404
2788	396429	314272
2789	396569	314128
2790	396717	313991
2791	396864	313852
2792	397036	313734
2793	397167	313583
2794	397317	313447
2795	397454	313301
2796	397609	313169
2797	397737	313015
2798	397930	312913
2799	398047	312751
2800	398178	312600
2801	398309	312449
2802	398450	312306
2803	398568	312145
2804	398699	311994
2805	398815	311832
2806	398971	311701
2807	399109	311555
2808	399232	311398
2809	399347	311235
2810	399491	311094
2811	399625	310945
2812	399752	310792
2813	399873	310633
2814	400014	310491
2815	400156	310348
2816	400312	310217
2817	400444	310067
2818	400608	309942
2819	400722	309778
2820	400873	309642
2821	400995	309485
2822	401154	309356
2823	401277	309199
2824	401405	309046
2825	401524	308886
2826	401677	308752
2827	401804	308599
2828	401953	308462
2829	402098	308323
2830	402230	308172
2831	402369	308028
2832	402538	307907
2833	402679	307764
2834	402829	307628
2835	402964	307480
2836	403112	307343
2837	403246	307194
2838	403392	307055
2839	403506	306891
2840	403649	306751
2841	403771	306593
2842	403912	306450
2843	404048	306304
2844	404189	306161
2845	404313	306005
2846	404428	305842
2847	404555	305689
2848	404706	305553
2849	404824	305393
2850	404946	305236
2851	405069	305080
2852	405224	304948
2853	405346	304791
2854	405496	304654
2855	405603	304486
2856	405731	304334
2857	405849	304174
2858	406005	304042
2859	406121	303880
2860	406226	303711
2861	406418	303606
2862	406617	303507
2863	406790	303388
2864	407033	303321
2865	407200	303197
2866	407345	303058
2867	407491	302918
2868	407645	302785
2869	407787	302643
2870	407940	302509
2871	408063	302353
2872	408217	302220
2873	408352	302072
2874	408495	301931
2875	408672	301815
2876	408866	301711
2877	409049	301599
2878	409225	301482
2879	409378	301348
2880	409557	301233
2881	409700	301091
2882	409880	300977
2883	410029	300840
2884	410177	300702
2885	410320	300560
2886	410482	300432
2887	410621	300288
2888	410785	300161
2889	410919	300013
2890	411059	299870
2891	411188	299718
2892	411322	299570
2893	411450	299417
2894	411608	299287
2895	411757	299150
2896	411915	299018
2897	412056	298875
2898	412202	298736
2899	412342	298592
2900	412519	298475
2901	412653	298327
2902	412794	298184
2903	412955	298055
2904	413090	297908
2905	413237	297769
2906	413386	297632
2907	413538	297497
2908	413693	297364
2909	413804	297199
2910	413890	297017
2911	414032	296874
2912	414146	296712
2913	414263	296552
2914	414391	296400
2915	414533	296258
2916	414664	296107
2917	414805	295964
2918	414927	295808
2919	415072	295668
2920	415206	295520
2921	415343	295374
2922	415487	295233
2923	415631	295092
2924	415760	294941
2925	415902	294798
2926	416000	294625
2927	416100	294453
2928	416245	294313
2929	416388	294172
2930	416508	294014
2931	416638	293863
2932	416781	293722
2933	416898	293562
2934	417048	293426
2935	417212	293299
2936	417367	293166
2937	417561	293060
2938	417700	292916
2939	417864	292789
2940	418020	292657
2941	418180	292527
2942	418344	292400
2943	418515	292278
2944	418750	292201
2945	418973	292115
2946	419173	292012
2947	419366	291906
2948	419586	291818
2949	419769	291703
2950	419982	291611
2951	420199	291520
2952	420393	291414
2953	420598	291314
2954	420773	291195
2955	421007	291116
2956	421182	290996
2957	421379	290891
2958	421572	290783
2959	421767	290677
2960	421993	290592
2961	422172	290474
2962	422378	290376
2963	422614	290297
2964	422799	290184
2965	422976	290065
2966	423184	289967
2967	423400	289875
2968	423585	289761
2969	423802	289669
2970	424017	289576
2971	424215	289471
2972	424466	289402
2973	424664	289297
2974	424896	289215
2975	425108	289119
2976	425299	289009
2977	425493	288901
2978	425722	288816
2979	425932	288719
2980	426141	288621
2981	426340	288515
2982	426550	288418
2983	426738	288306
2984	426962	288217
2985	427171	288119
2986	427397	288031
2987	427620	287942
2988	427853	287859
2989	428063	287762
2990	428303	287683
2991	428510	287583
2992	428732	287492
2993	428931	287387
2994	429143	287289
2995	429363	287197
2996	429560	287090
2997	429770	286991
2998	429986	286896
2999	430172	286781
3000	430355	286664
3001	430540	286548
3002	430758	286455
3003	430968	286356
3004	431186	286262
3005	431362	286139
3006	431544	286022
3007	431730	285906
3008	431911	285787
3009	432096	285671
3010	432301	285568
3011	432482	285450
3012	432658	285327
3013	432854	285218
3014	433058	285114
3015	433269	285015
3016	433457	284901
3017	433644	284785
3018	433824	284665
3019	433995	284539
3020	434180	284423
3021	434376	284313
3022	434527	284175
3023	434732	284071
3024	434914	283952
3025	435095	283832
3026	435313	283737
3027	435541	283648
3028	435712	283522
3029	435930	283426
3030	436135	283322
3031	436333	283213
3032	436512	283092
3033	436716	282987
3034	436926	282886
3035	437144	282790
3036	437338	282678
3037	437499	282545
3038	437713	282447
3039	437901	282331
3040	438110	282229
3041	438309	282120
3042	438513	282014
3043	438703	281900
3044	438885	281780
3045	439064	281658
3046	439250	281541
3047	439367	281379
3048	439564	281269
3049	439723	281134
3050	439899	281010
3051	440079	280889
3052	440267	280773
3053	440469	280665
3054	440660	280551
3055	440844	280432
3056	441028	280313
3057	441217	280197
3058	441391	280072
3059	441608	279973
3060	441729	279815
3061	441934	279708
3062	442115	279587
3063	442295	279465
3064	442502	279361
3065	442687	279242
3066	442894	279137
3067	443052	279001
3068	443203	278861
3069	443388	278742
3070	443582	278629
3071	443827	278547
3072	444045	278449
3073	444280	278361
3074	444524	278279
3075	444717	278165
3076	444880	278031
3077	445079	277921
3078	445304	277827
3079	445447	277681
3080	445642	277568
3081	445808	277436
3082	446005	277325
3083	446190	277204
3084	446340	277063
3085	446470	276909
3086	446665	276796
3087	446846	276674
3088	446976	276520
3089	447096	276360
3090	447241	276216
3091	447439	276104
3092	447615	275979
3093	447744	275824
3094	447935	275708
3095	448113	275584
3096	448279	275452
3097	448428	275309
3098	448579	275169
3099	448715	275019
3100	448933	274919
3101	449109	274793
3102	449298	274675
3103	449522	274579
3104	449684	274445
3105	449869	274324
3106	450069	274213
3107	450241	274084
3108	450365	273927
3109	450513	273784
3110	450643	273630
3111	450796	273491
3112	450916	273331
3113	451078	273196
3114	451221	273050
3115	451359	272901
3116	451504	272756
3117	451680	272630
3118	451812	272477
3119	451991	272353
3120	452153	272219
3121	452306	272079
3122	452488	271957
3123	452617	271802
3124	452749	271649
3125	452919	271519
3126	453079	271383
3127	453237	271247
3128	453429	271130
3129	453601	271001
3130	453757	270863
3131	453976	270762
3132	454198	270663
3133	454419	270563
3134	454603	270442
3135	454773	270311
3136	454929	270173
3137	455086	270035
3138	455225	269886
3139	455381	269748
3140	455539	269610
3141	455702	269476
3142	455850	269333
3143	455986	269182
3144	456118	269030
3145	456247	268875
3146	456381	268724
3147	456541	268587
3148	456662	268428
3149	456823	268293
3150	456977	268153
3151	457091	267990
3152	457206	267827
3153	457337	267674
3154	457470	267522
3155	457698	267425
3156	457851	267285
3157	458020	267154
3158	458171	267012
3159	458333	266877
3160	458499	266744
3161	458695	266629
3162	458835	266481
3163	458985	266339
3164	459182	266224
3165	459333	266082
3166	459457	265925
3167	459604	265781
3168	459732	265626
3169	459864	265474
3170	460055	265355
3171	460254	265241
3172	460420	265107
3173	460576	264969
3174	460751	264841
3175	460955	264730
3176	461147	264612
3177	461362	264506
3178	461526	264372
3179	461731	264261
3180	461935	264149
3181	462140	264038
3182	462364	263938
3183	462575	263830
3184	462776	263717
3185	462965	263596
3186	463132	263463
3187	463281	263320
3188	463441	263183
3189	463652	263075
3190	463890	262982
3191	464054	262848
3192	464230	262719
3193	464448	262615
3194	464660	262507
3195	464910	262421
3196	465140	262323
3197	465309	262191
3198	465530	262088
3199	465711	261962
3200	465906	261845
3201	466096	261724
3202	466266	261592
3203	466468	261478
3204	466621	261337
3205	466807	261214
3206	466949	261066
3207	467095	260921
3208	467234	260772
3209	467393	260633
3210	467539	260488
3211	467728	260367
3212	467885	260227
3213	468032	260082
3214	468156	259924
3215	468357	259810
3216	468528	259678
