iter	Passed	Remaining
399	48326	555756
400	48436	555504
401	48544	555239
402	48644	554883
403	48753	554627
404	48858	554332
405	48969	554098
406	49077	553838
407	49169	553397
408	49271	553071
409	49377	552783
410	49490	552578
411	49590	552237
412	49717	552193
413	49733	550917
414	49873	551007
415	49927	550166
416	49976	549257
417	50139	549618
418	50166	548479
419	50286	548364
420	50412	548311
421	50557	548468
422	50575	547242
423	50702	547209
424	50813	546989
425	50951	547071
426	51072	546970
427	51174	546659
428	51226	545821
429	51364	545897
430	51517	546135
431	51623	545872
432	51643	544699
433	51790	544874
434	51929	544959
435	52070	545073
436	52206	545120
437	52327	545014
438	52429	544717
439	52527	544376
440	52648	544276
441	52757	544044
442	52778	542915
443	52898	542807
444	53009	542606
445	53107	542271
446	53214	542024
447	53315	541726
448	53480	542070
449	53646	542423
450	53749	542142
451	53898	542323
452	54035	542385
453	54206	542786
454	54326	542669
455	54438	542475
456	54501	541797
457	54607	541548
458	54633	540502
459	54771	540565
460	54900	540551
461	55024	540475
462	55157	540500
463	55272	540332
464	55394	540246
465	55550	540483
466	55664	540313
467	55778	540144
468	55935	540396
469	56068	540404
470	56190	540309
471	56205	539187
472	56233	538201
473	56274	537338
474	56407	537356
475	56539	537365
476	56645	537119
477	56762	536990
478	56927	537308
479	56945	536240
480	57066	536143
481	57195	536115
482	57343	536269
483	57458	536120
484	57495	535240
485	57628	535258
486	57746	535134
487	57883	535184
488	57936	534460
489	57964	533509
490	58082	533386
491	58218	533429
492	58273	532736
493	58380	532519
494	58510	532508
495	58626	532363
496	58770	532484
497	58811	531663
498	58929	531550
499	59083	531747
500	59218	531786
501	59339	531687
502	59462	531619
503	59624	531890
504	59735	531707
505	59846	531521
506	59973	531483
507	60109	531523
508	60222	531356
509	60344	531264
510	60478	531286
511	60609	531276
512	60656	530540
513	60783	530491
514	60917	530517
515	61039	530426
516	61184	530544
517	61311	530501
518	61378	529934
519	61436	529298
520	61545	529104
521	61705	529346
522	61818	529183
523	61946	529142
524	61997	528458
525	62113	528316
526	62159	527589
527	62285	527536
528	62412	527501
529	62530	527383
530	62672	527460
531	62802	527442
532	62828	526557
533	62945	526434
534	62986	525675
535	63100	525526
536	63247	525651
537	63259	524656
538	63377	524537
539	63516	524599
540	63592	524139
541	63733	524211
542	63872	524274
543	64006	524289
544	64049	523560
545	64177	523525
546	64344	523813
547	64514	524118
548	64574	523537
549	64712	523581
550	64851	523634
551	64991	523695
552	65180	524157
553	65312	524148
554	65466	524320
555	65608	524399
556	65748	524452
557	65923	524791
558	65976	524156
559	66131	524327
560	66262	524311
561	66400	524347
562	66567	524614
563	66694	524566
564	66804	524384
565	66826	523515
566	66934	523319
567	67045	523142
568	67055	522182
569	67075	521305
570	67222	521412
571	67296	520959
572	67427	520943
573	67569	521014
574	67592	520166
575	67609	519277
576	67706	519008
577	67848	519072
578	68011	519305
579	68164	519458
580	68323	519661
581	68429	519455
582	68461	518690
583	68511	518062
584	68529	517192
585	68654	517135
586	68761	516941
587	68855	516649
588	68960	516440
589	69066	516244
590	69178	516086
591	69279	515847
592	69433	516006
593	69645	516599
594	69835	517019
595	69987	517156
596	70113	517103
597	70128	516227
598	70140	515338
599	70162	514524
600	70338	514839
601	70548	515401
602	70577	514640
603	70798	515284
604	70823	514491
605	70895	514050
606	70931	513349
607	71118	513739
608	71292	514031
609	71465	514315
610	71606	514373
611	71801	514813
612	71923	514725
613	72061	514758
614	72213	514890
615	72225	514021
616	72369	514096
617	72478	513914
618	72628	514031
619	72774	514117
620	72867	513825
621	73005	513856
622	73147	513910
623	73266	513806
624	73395	513767
625	73415	512972
626	73620	513464
627	73799	513773
628	73952	513905
629	74096	513969
630	74293	514401
631	74391	514149
632	74535	514210
633	74716	514528
634	74833	514404
635	74966	514395
636	74994	513657
637	75142	513750
638	75243	513518
639	75254	512669
640	75341	512348
641	75439	512094
642	75533	511819
643	75629	511558
644	75729	511320
645	75749	510548
646	75867	510433
647	75945	510052
648	76059	509913
649	76150	509623
650	76164	508813
651	76252	508508
652	76268	507713
653	76362	507450
654	76405	506845
655	76429	506114
656	76524	505856
657	76635	505700
658	76767	505688
659	76954	506037
660	77095	506075
661	77215	505984
662	77336	505893
663	77353	505125
664	77366	504336
665	77498	504321
666	77683	504652
667	77824	504693
668	77983	504850
669	78102	504749
670	78142	504143
671	78161	503397
672	78198	502772
673	78348	502871
674	78514	503075
675	78628	502943
676	78646	502199
677	78774	502157
678	78887	502021
679	78968	501684
680	79071	501482
681	79162	501205
682	79248	500904
683	79305	500410
684	79420	500294
685	79517	500053
686	79616	499831
687	79730	499706
688	79815	499399
689	79827	498633
690	79929	498432
691	80024	498190
692	80121	497958
693	80135	497211
694	80177	496640
695	80295	496536
696	80305	495775
697	80393	495488
698	80485	495234
699	80587	495040
700	80676	494763
701	80687	494011
702	80776	493735
703	80830	493252
704	80846	492530
705	80857	491790
706	80968	491650
707	81064	491424
708	81172	491273
709	81195	490603
710	81307	490474
711	81327	489793
712	81418	489537
713	81519	489344
714	81609	489084
715	81705	488861
716	81815	488724
717	81925	488586
718	82031	488424
719	82121	488166
720	82214	487925
721	82307	487690
722	82404	487471
723	82515	487344
724	82654	487374
725	82775	487302
726	82884	487160
727	82991	487003
728	83187	487370
729	83238	486888
730	83418	487162
731	83570	487264
732	83698	487235
733	83839	487276
734	83854	486581
735	83984	486562
736	84129	486627
737	84319	486953
738	84351	486363
739	84538	486665
740	84671	486663
741	84788	486560
742	84904	486459
743	85009	486292
744	85024	485609
745	85183	485752
746	85319	485762
747	85448	485732
748	85568	485650
749	85761	485981
750	85958	486332
751	86093	486337
752	86217	486274
753	86340	486211
754	86465	486153
755	86683	486621
756	86873	486926
757	87020	486993
758	87125	486823
759	87154	486229
760	87275	486152
761	87311	485595
762	87356	485098
763	87547	485404
764	87570	484786
765	87668	484580
766	87786	484483
767	87885	484284
768	87905	483649
769	88004	483453
770	88095	483212
771	88121	482611
772	88226	482451
773	88326	482260
774	88413	481996
775	88512	481799
776	88649	481810
777	88808	481940
778	88897	481689
779	89045	481759
780	89176	481737
781	89312	481739
782	89414	481561
783	89523	481418
784	89578	480987
785	89711	480970
786	89883	481167
787	89907	480573
788	90093	480838
789	90273	481075
790	90418	481127
791	90449	480569
792	90566	480469
793	90720	480567
794	90910	480855
795	91125	481271
796	91167	480776
797	91296	480737
798	91488	481031
799	91667	481252
800	91701	480715
801	91839	480728
802	92021	480964
803	92241	481400
804	92398	481504
805	92543	481545
806	92614	481203
807	92800	481457
808	92945	481501
809	92997	481062
810	93148	481134
811	93227	480833
812	93413	481084
813	93516	480911
814	93620	480736
815	93826	481089
816	94009	481323
817	94197	481581
818	94396	481892
819	94542	481933
820	94685	481961
821	94845	482074
822	94932	481811
823	95134	482138
824	95299	482275
825	95438	482274
826	95610	482445
827	95798	482695
828	95934	482682
829	96054	482587
830	96110	482169
831	96235	482100
832	96288	481672
833	96406	481570
834	96532	481506
835	96571	481011
836	96682	480871
837	96824	480886
838	96947	480809
839	97138	481066
840	97256	480961
841	97406	481017
842	97520	480892
843	97610	480653
844	97789	480844
845	97970	481053
846	98096	480984
847	98200	480809
848	98383	481025
849	98536	481089
850	98589	480665
851	98750	480773
852	98842	480537
853	99045	480844
854	99091	480393
855	99231	480391
856	99377	480422
857	99491	480295
858	99623	480258
859	99807	480470
860	99944	480453
861	100052	480297
862	100209	480379
863	100369	480474
864	100544	480638
865	100605	480258
866	100651	479804
867	100752	479619
868	100852	479427
869	101046	479678
870	101103	479283
871	101207	479108
872	101382	479274
873	101556	479429
874	101715	479514
875	101850	479485
876	102041	479721
877	102182	479722
878	102256	479409
879	102432	479572
880	102640	479880
881	102786	479902
882	102931	479920
883	103108	480084
884	103301	480321
885	103449	480349
886	103660	480673
887	103807	480693
888	103989	480878
889	104172	481068
890	104262	480825
891	104431	480946
892	104618	481150
893	104759	481143
894	104962	481420
895	105117	481475
896	105281	481574
897	105407	481495
898	105584	481648
899	105735	481685
900	105931	481923
901	106076	481931
902	106218	481922
903	106334	481798
904	106457	481705
905	106610	481748
906	106784	481882
907	106896	481741
908	107035	481719
909	107185	481744
910	107339	481789
911	107456	481668
912	107592	481633
913	107713	481529
914	107863	481552
915	108061	481792
916	108222	481866
917	108279	481477
918	108428	481499
919	108602	481626
920	108775	481754
921	108900	481664
922	109094	481882
923	109266	482004
924	109401	481957
925	109535	481908
926	109695	481974
927	109888	482184
928	110047	482241
929	110170	482144
930	110354	482309
931	110550	482531
932	110751	482773
933	110965	483068
934	111053	482815
935	111193	482787
936	111371	482928
937	111534	482999
938	111651	482871
939	111786	482820
940	111907	482710
941	112092	482880
942	112263	482983
943	112444	483130
944	112660	483427
945	112769	483265
946	112925	483301
947	113099	483417
948	113259	483471
949	113425	483550
950	113604	483686
951	113772	483771
952	113934	483833
953	114069	483780
954	114261	483965
955	114465	484202
956	114594	484122
957	114736	484095
958	114913	484216
959	115084	484314
960	115223	484272
961	115409	484434
962	115561	484446
963	115714	484465
964	115833	484341
965	116015	484477
966	116161	484466
967	116317	484496
968	116492	484605
969	116654	484657
970	116836	484793
971	116969	484725
972	117070	484526
973	117234	484584
974	117380	484572
975	117505	484471
976	117640	484410
977	117832	484582
978	117957	484481
979	118067	484318
980	118241	484416
981	118388	484406
982	118467	484111
983	118568	483912
984	118712	483889
985	118832	483768
986	119013	483891
987	119191	484004
988	119357	484069
989	119527	484148
990	119689	484194
991	119824	484130
992	120005	484252
993	120176	484334
994	120324	484321
995	120544	484598
996	120741	484781
997	120929	484931
998	121091	484970
999	121228	484913
1000	121385	484936
1001	121567	485058
1002	121695	484960
1003	121877	485081
1004	122024	485064
1005	122203	485169
1006	122406	485373
1007	122549	485334
1008	122752	485537
1009	122944	485693
1010	123088	485659
1011	123211	485541
1012	123386	485629
1013	123559	485708
1014	123739	485813
1015	123935	485983
1016	124084	485965
1017	124256	486040
1018	124451	486203
1019	124550	485990
1020	124704	485993
1021	124894	486136
1022	125041	486110
1023	125151	485939
1024	125292	485891
1025	125421	485792
1026	125556	485720
1027	125697	485673
1028	125840	485630
1029	125961	485501
1030	126107	485472
1031	126236	485375
1032	126378	485326
1033	126507	485230
1034	126664	485241
1035	126793	485143
1036	126926	485061
1037	127054	484959
1038	127220	485003
1039	127344	484889
1040	127495	484874
1041	127669	484947
1042	127802	484864
1043	127911	484690
1044	128028	484546
1045	128156	484444
1046	128302	484412
1047	128437	484336
1048	128605	484386
1049	128740	484310
1050	128903	484338
1051	129083	484432
1052	129246	484461
1053	129375	484360
1054	129520	484320
1055	129706	484434
1056	129808	484232
1057	129914	484047
1058	130016	483846
1059	130108	483609
1060	130324	483835
1061	130490	483869
1062	130688	484025
1063	130851	484051
1064	131002	484033
1065	131123	483900
1066	131264	483846
1067	131400	483771
1068	131536	483695
1069	131660	483575
1070	131807	483538
1071	131941	483456
1072	132092	483435
1073	132201	483260
1074	132327	483150
1075	132453	483037
1076	132586	482949
1077	132733	482913
1078	132870	482842
1079	132996	482729
1080	133165	482769
1081	133375	482960
1082	133548	483019
1083	133707	483024
1084	133836	482920
1085	134047	483115
1086	134230	483205
1087	134382	483185
1088	134571	483296
1089	134728	483292
1090	134852	483170
1091	134997	483123
1092	135186	483233
1093	135368	483316
1094	135508	483252
1095	135683	483310
1096	135824	483249
1097	135966	483188
1098	136074	483008
1099	136246	483055
1100	136371	482935
1101	136477	482748
1102	136587	482576
1103	136760	482626
1104	136855	482400
1105	137009	482383
1106	137118	482206
1107	137262	482152
1108	137386	482028
1109	137549	482043
1110	137673	481918
1111	137835	481927
1112	137965	481824
1113	138104	481754
1114	138280	481811
1115	138450	481848
1116	138593	481788
1117	138732	481716
1118	138835	481519
1119	138967	481422
1120	139111	481369
1121	139322	481545
1122	139476	481522
1123	139625	481485
1124	139751	481367
1125	139865	481208
1126	139999	481118
1127	140138	481042
1128	140253	480886
1129	140415	480891
1130	140543	480779
1131	140698	480762
1132	140821	480631
1133	140959	480553
1134	141096	480475
1135	141253	480460
1136	141383	480355
1137	141512	480247
1138	141645	480151
1139	141792	480104
1140	141920	479990
1141	142077	479977
1142	142208	479876
1143	142358	479839
1144	142487	479728
1145	142625	479650
1146	142765	479576
1147	142895	479471
1148	143070	479515
1149	143206	479430
1150	143327	479294
1151	143465	479213
1152	143568	479017
1153	143701	478921
1154	143816	478765
1155	143942	478647
1156	144061	478502
1157	144193	478403
1158	144332	478327
1159	144474	478259
1160	144609	478171
1161	144760	478134
1162	144881	477997
1163	145027	477943
1164	145155	477829
1165	145305	477789
1166	145437	477688
1167	145628	477780
1168	145745	477631
1169	145896	477592
1170	146057	477586
1171	146215	477570
1172	146338	477441
1173	146481	477374
1174	146616	477284
1175	146754	477203
1176	146885	477097
1177	147054	477115
1178	147183	477005
1179	147355	477031
1180	147479	476903
1181	147647	476920
1182	147804	476896
1183	147978	476930
1184	148113	476838
1185	148295	476895
1186	148439	476833
1187	148580	476759
1188	148702	476623
1189	148859	476599
1190	148999	476523
1191	149144	476463
1192	149282	476377
1193	149434	476337
1194	149562	476222
1195	149726	476221
1196	149872	476161
1197	150016	476096
1198	150170	476061
1199	150325	476030
1200	150469	475963
1201	150647	476004
1202	150842	476099
1203	151002	476082
1204	151136	475987
1205	151280	475920
1206	151427	475861
1207	151653	476052
1208	151843	476128
1209	151978	476031
1210	152119	475954
1211	152272	475913
1212	152422	475866
1213	152577	475831
1214	152754	475863
1215	152917	475854
1216	153042	475725
1217	153197	475691
1218	153339	475617
1219	153496	475586
1220	153692	475679
1221	153887	475766
1222	154030	475692
1223	154175	475627
1224	154305	475511
1225	154498	475591
1226	154740	475825
1227	154950	475955
1228	155146	476044
1229	155296	475990
1230	155498	476095
1231	155690	476171
1232	155833	476094
1233	155974	476013
1234	156178	476123
1235	156321	476046
1236	156504	476091
1237	156687	476137
1238	156846	476110
1239	157001	476069
1240	157136	475969
1241	157239	475770
1242	157344	475578
1243	157523	475610
1244	157737	475745
1245	157961	475914
1246	158134	475923
1247	158301	475919
1248	158439	475825
1249	158652	475956
1250	158830	475984
1251	159016	476032
1252	159153	475936
1253	159305	475885
1254	159444	475791
1255	159618	475804
1256	159811	475875
1257	159991	475904
1258	160147	475862
1259	160294	475796
1260	160427	475685
1261	160659	475867
1262	160878	476010
1263	161043	475996
1264	161206	475974
1265	161350	475895
1266	161524	475904
1267	161665	475815
1268	161834	475811
1269	161968	475702
1270	162141	475707
1271	162319	475728
1272	162458	475635
1273	162580	475490
1274	162730	475428
1275	162874	475347
1276	163015	475260
1277	163180	475239
1278	163366	475282
1279	163495	475157
1280	163620	475024
1281	163740	474874
1282	163877	474773
1283	164013	474667
1284	164250	474857
1285	164388	474756
1286	164530	474672
1287	164675	474594
1288	164863	474636
1289	165019	474590
1290	165175	474542
1291	165277	474340
1292	165439	474310
1293	165624	474346
1294	165781	474302
1295	165897	474139
1296	166001	473943
1297	166177	473951
1298	166378	474030
1299	166511	473917
1300	166654	473832
1301	166788	473721
1302	166937	473650
1303	167047	473473
1304	167187	473376
1305	167304	473217
1306	167445	473126
1307	167574	473001
1308	167711	472897
1309	167849	472798
1310	168032	472822
1311	168212	472841
1312	168364	472780
1313	168496	472661
1314	168698	472740
1315	168849	472676
1316	168997	472602
1317	169105	472416
1318	169254	472347
1319	169433	472360
1320	169615	472381
1321	169737	472234
1322	169897	472194
1323	170095	472259
1324	170275	472272
1325	170413	472172
1326	170603	472213
1327	170790	472246
1328	170949	472201
1329	171107	472153
1330	171296	472191
1331	171457	472152
1332	171613	472098
1333	171778	472067
1334	171976	472130
1335	172108	472010
1336	172263	471951
1337	172453	471991
1338	172641	472023
1339	172769	471893
1340	172927	471843
1341	173122	471894
1342	173283	471851
1343	173405	471705
1344	173585	471712
1345	173761	471712
1346	173951	471747
1347	174066	471581
1348	174221	471521
1349	174385	471485
1350	174646	471712
1351	174767	471561
1352	174946	471565
1353	175116	471547
1354	175320	471619
1355	175459	471514
1356	175606	471433
1357	175802	471482
1358	175997	471528
1359	176159	471484
1360	176360	471546
1361	176553	471588
1362	176706	471520
1363	176837	471392
1364	177027	471425
1365	177166	471319
1366	177313	471235
1367	177490	471231
1368	177649	471180
1369	177771	471029
1370	177913	470933
1371	178055	470834
1372	178238	470845
1373	178380	470748
1374	178564	470759
1375	178726	470716
1376	178899	470699
1377	179034	470581
1378	179188	470515
1379	179317	470384
1380	179483	470347
1381	179622	470241
1382	179795	470224
1383	179957	470177
1384	180113	470115
1385	180267	470049
1386	180406	469941
1387	180590	469952
1388	180748	469894
1389	180900	469820
1390	181015	469650
1391	181112	469434
1392	181221	469250
1393	181325	469051
1394	181423	468840
1395	181522	468629
1396	181620	468418
1397	181719	468208
1398	181825	468014
1399	181933	467830
1400	182038	467634
1401	182155	467471
1402	182271	467305
1403	182380	467122
1404	182488	466935
1405	182600	466760
1406	182703	466561
1407	182823	466407
1408	182945	466257
1409	183113	466224
1410	183285	466203
1411	183439	466132
1412	183562	465985
1413	183711	465904
1414	183827	465739
1415	183971	465644
1416	184120	465563
1417	184264	465469
1418	184390	465329
1419	184554	465284
1420	184673	465127
1421	184840	465090
1422	184977	464977
1423	185116	464870
1424	185229	464699
1425	185365	464583
1426	185470	464392
1427	185609	464283
1428	185724	464115
1429	185836	463942
1430	185959	463793
1431	186108	463711
1432	186258	463631
1433	186416	463570
1434	186554	463462
1435	186690	463344
1436	186831	463242
1437	186994	463194
1438	187116	463044
1439	187247	462918
1440	187383	462801
1441	187528	462709
1442	187670	462607
1443	187819	462525
1444	187966	462435
1445	188127	462381
1446	188264	462270
1447	188413	462186
1448	188552	462077
1449	188708	462009
1450	188835	461873
1451	188983	461785
1452	189116	461662
1453	189261	461568
1454	189403	461466
1455	189543	461361
1456	189691	461274
1457	189834	461174
1458	189972	461064
1459	190113	460959
1460	190228	460793
1461	190355	460655
1462	190485	460523
1463	190637	460445
1464	190761	460301
1465	190890	460168
1466	191030	460062
1467	191180	459979
1468	191298	459820
1469	191464	459774
1470	191613	459690
1471	191768	459618
1472	191909	459514
1473	192082	459485
1474	192198	459322
1475	192338	459214
1476	192458	459059
1477	192589	458930
1478	192708	458773
1479	192850	458671
1480	192977	458533
1481	193158	458523
1482	193284	458382
1483	193446	458328
1484	193577	458199
1485	193738	458140
1486	193922	458137
1487	194072	458052
1488	194203	457924
1489	194353	457839
1490	194519	457792
1491	194740	457875
1492	194920	457860
1493	195121	457895
1494	195318	457920
1495	195499	457908
1496	195643	457809
1497	195863	457886
1498	196021	457819
1499	196190	457778
1500	196411	457858
1501	196582	457818
1502	196762	457802
1503	196936	457771
1504	197137	457803
1505	197275	457689
1506	197424	457600
1507	197631	457646
1508	197796	457593
1509	197939	457489
1510	198079	457378
1511	198262	457366
1512	198447	457361
1513	198622	457330
1514	198790	457283
1515	198997	457327
1516	199160	457268
1517	199346	457262
1518	199510	457207
1519	199708	457226
1520	199859	457139
1521	200035	457110
1522	200191	457036
1523	200353	456974
1524	200487	456848
1525	200658	456807
1526	200879	456879
1527	201046	456829
1528	201220	456793
1529	201358	456676
1530	201508	456585
1531	201652	456481
1532	201794	456373
1533	201928	456248
1534	202085	456172
1535	202223	456056
1536	202367	455952
1537	202530	455890
1538	202688	455818
1539	202830	455709
1540	202985	455631
1541	203127	455522
1542	203276	455429
1543	203419	455321
1544	203565	455221
1545	203693	455083
1546	203833	454968
1547	203989	454892
1548	204160	454847
1549	204299	454731
1550	204441	454621
1551	204565	454473
1552	204724	454402
1553	204854	454265
1554	204994	454152
1555	205125	454019
1556	205257	453887
1557	205398	453774
1558	205534	453653
1559	205663	453514
1560	205803	453401
1561	205935	453268
1562	206071	453146
1563	206179	452961
1564	206318	452845
1565	206434	452678
1566	206565	452545
1567	206689	452396
1568	206818	452259
1569	206971	452173
1570	207125	452090
1571	207273	451993
1572	207414	451881
1573	207556	451770
1574	207697	451660
1575	207828	451525
1576	208013	451508
1577	208144	451375
1578	208294	451283
1579	208429	451157
1580	208574	451053
1581	208707	450924
1582	208863	450845
1583	209001	450725
1584	209148	450625
1585	209276	450484
1586	209420	450379
1587	209547	450236
1588	209689	450126
1589	209815	449981
1590	209964	449885
1591	210098	449758
1592	210237	449641
1593	210363	449496
1594	210511	449398
1595	210655	449292
1596	210815	449220
1597	210947	449089
1598	211093	448986
1599	211227	448859
1600	211381	448772
1601	211514	448642
1602	211657	448534
1603	211795	448415
1604	211961	448354
1605	212099	448235
1606	212261	448166
1607	212397	448042
1608	212574	448005
1609	212710	447881
1610	212870	447808
1611	213001	447673
1612	213161	447599
1613	213290	447461
1614	213449	447384
1615	213594	447278
1616	213737	447170
1617	213866	447032
1618	214046	446999
1619	214209	446931
1620	214385	446890
1621	214538	446800
1622	214720	446771
1623	214877	446691
1624	215057	446658
1625	215207	446561
1626	215366	446485
1627	215512	446381
1628	215682	446327
1629	215830	446226
1630	216004	446180
1631	216137	446048
1632	216284	445946
1633	216420	445821
1634	216577	445739
1635	216705	445597
1636	216839	445469
1637	216950	445290
1638	217098	445190
1639	217226	445048
1640	217357	444913
1641	217479	444760
1642	217624	444653
1643	217754	444516
1644	217909	444428
1645	218054	444322
1646	218213	444244
1647	218338	444096
1648	218508	444040
1649	218635	443897
1650	218770	443768
1651	218907	443645
1652	219059	443552
1653	219190	443416
1654	219335	443308
1655	219471	443184
1656	219622	443088
1657	219755	442957
1658	219902	442852
1659	220038	442727
1660	220202	442658
1661	220326	442509
1662	220474	442408
