iter	Logloss
154	0.09629116703
155	0.09611893033
156	0.09570674918
157	0.09543714013
158	0.09529889897
159	0.09511895469
160	0.09494090446
161	0.09473987098
162	0.09455720447
163	0.0943944714
164	0.09422206402
165	0.09399913071
166	0.09374237624
167	0.09358166337
168	0.09344336806
169	0.09318829412
170	0.09294978916
171	0.09268315922
172	0.09256118168
173	0.09234953682
174	0.0921789288
175	0.09193712
176	0.09154841401
177	0.0912763683
178	0.09103437861
179	0.09086926673
180	0.09058932147
181	0.09041110617
182	0.0902625301
183	0.09005489488
184	0.08982999134
185	0.08961959576
186	0.0895327132
187	0.08924963307
188	0.08905281856
189	0.08887085819
190	0.08868461994
191	0.08853269037
192	0.08830158804
193	0.08807253299
194	0.08798258825
195	0.08779022049
196	0.08757116491
197	0.08748994128
198	0.08737753856
199	0.08721676258
200	0.08696673258
201	0.08686368477
202	0.08684182146
203	0.08665074443
204	0.08656728377
205	0.08646836327
206	0.08628436704
207	0.08605612324
208	0.08599443896
209	0.08580014423
210	0.08559417713
211	0.08543258259
212	0.08530662306
213	0.08506027776
214	0.08495138169
215	0.08473584678
216	0.0845947374
217	0.08451551884
218	0.08436712606
219	0.08414707481
220	0.08390567356
221	0.08377299662
222	0.08356373867
223	0.08337718964
224	0.08320050601
225	0.08304079604
226	0.08284365288
227	0.08274707472
228	0.08262647362
229	0.08240832115
230	0.08227013723
231	0.08211560191
232	0.08203598827
233	0.08189399616
234	0.08180263867
235	0.08166448208
236	0.08159778078
237	0.08130573217
238	0.0810931223
239	0.08096569139
240	0.08089772441
241	0.08084356149
242	0.08072475099
243	0.0805885296
244	0.08043164004
245	0.08023629724
246	0.08013522149
247	0.08006305818
248	0.07987787986
249	0.0796931402
250	0.07957919791
251	0.07951272736
252	0.07948129355
253	0.07934368443
254	0.07921993597
255	0.07918272295
256	0.07910638382
257	0.07900320077
258	0.07887353142
259	0.07863152957
260	0.07847196608
261	0.07835271482
262	0.07811280898
263	0.07793391352
264	0.07783725866
265	0.07770724775
266	0.07752274542
267	0.07732835019
268	0.07728017489
269	0.07716483485
270	0.07705177824
271	0.07698901996
272	0.07695270772
273	0.07695219942
274	0.07674466415
275	0.07657812148
276	0.07639704847
277	0.07626850777
278	0.07611723731
279	0.07605297398
280	0.07585405446
281	0.07578537496
282	0.07557991206
283	0.07541556381
284	0.0753466945
285	0.07518223871
286	0.07500651917
287	0.07495175628
288	0.07484204186
289	0.07480368257
290	0.07476613609
291	0.07469752836
292	0.07461709485
293	0.07449371803
294	0.07440629123
295	0.07428819468
296	0.07419975975
297	0.07395627637
298	0.07388175848
299	0.07385198904
300	0.07367678261
301	0.07355606614
302	0.07351546297
303	0.07343380714
304	0.07336023141
305	0.07329315575
306	0.07317475505
307	0.07300458915
308	0.07291314692
309	0.07288345519
310	0.07271223934
311	0.07262179754
312	0.07255756801
313	0.07249670088
314	0.07249555101
315	0.07246857812
316	0.07237927914
317	0.07228237217
318	0.07227649253
319	0.07210650886
320	0.07206312231
321	0.0720052197
322	0.07187208109
323	0.07182275624
324	0.07172379517
325	0.07158720016
326	0.07148018286
327	0.0714002493
328	0.0713890656
329	0.07124178862
330	0.07112007383
331	0.07104590311
332	0.07100726569
333	0.07095060983
334	0.07089457116
335	0.07088453469
336	0.07081948093
337	0.07065624496
338	0.07060970825
339	0.07043979208
340	0.07039800763
341	0.07039800282
342	0.07027591168
343	0.07022710084
344	0.07019278548
345	0.07011006565
346	0.06997983933
347	0.0699638007
348	0.06984530792
349	0.06979450709
350	0.06972562224
351	0.06969424502
352	0.0695888554
353	0.06946517846
354	0.06940673602
355	0.06935601985
356	0.06926401069
357	0.06900541099
358	0.06888138304
359	0.06878804408
360	0.06872088549
361	0.06859757251
362	0.06853375829
363	0.06844121759
364	0.06831806919
365	0.06825882474
366	0.06807466387
367	0.06801465735
368	0.06794732925
369	0.06790023654
370	0.06779965766
371	0.06779413442
372	0.06767991889
373	0.06760914696
374	0.06746064581
375	0.06734824728
376	0.06731786371
377	0.06725928124
378	0.06713745914
379	0.06709642423
380	0.06703707075
381	0.06691586618
382	0.06688810886
383	0.0667998099
384	0.06678805086
385	0.06677632896
386	0.06669959965
387	0.06664870606
388	0.06664534502
389	0.06657139653
390	0.06652271194
391	0.06648241529
392	0.06642291127
393	0.06639111483
394	0.06628994892
395	0.06625314619
396	0.06622130143
397	0.06607888992
398	0.06604339995
399	0.0659722758
400	0.06593299762
401	0.06590695827
402	0.06587786546
403	0.06587477398
404	0.06580825688
405	0.06569720192
406	0.06564494554
407	0.06559089708
408	0.06547741709
409	0.06537093894
410	0.06532282377
411	0.06529891122
412	0.06526948008
413	0.06523378121
414	0.06522988681
415	0.06521183309
416	0.06518092838
417	0.0651780119
418	0.06512912698
419	0.06511088565
420	0.06507858466
421	0.06493885705
422	0.06479045775
423	0.0646930026
424	0.06460361708
425	0.06458147754
426	0.06457311106
427	0.06453951437
428	0.06451892445
429	0.0644566303
430	0.06439651123
431	0.06439359654
432	0.06433480387
433	0.06432768112
434	0.0643111934
435	0.06429382104
436	0.06424587275
437	0.06419691548
438	0.06416134432
439	0.064105248
440	0.06409268127
441	0.06406199967
442	0.06404448961
443	0.06402257731
444	0.06401339496
445	0.06399458337
446	0.06392952384
447	0.06390364986
448	0.06383688184
449	0.06380148154
450	0.06371910647
451	0.06366920888
452	0.06364383519
453	0.0636293743
454	0.06356891437
455	0.06353975825
456	0.06340196662
457	0.06332067459
458	0.06331724011
459	0.06328384415
460	0.06323817093
461	0.06318764602
462	0.06317311053
463	0.06310088893
464	0.0630501163
465	0.06296749368
466	0.06293189803
467	0.06282593533
468	0.06280158842
469	0.06271821697
470	0.06269528727
471	0.06267783807
472	0.06260779107
473	0.06253212762
474	0.0624124046
475	0.06232769018
476	0.06221928608
477	0.06219442538
478	0.06203187163
479	0.06201794018
480	0.06194935349
481	0.06184698204
482	0.06178105542
483	0.06170962664
484	0.06169318766
485	0.06166468038
486	0.06163543552
487	0.06160930681
488	0.06156904418
489	0.06150308329
490	0.06139606919
491	0.0613060352
492	0.06127814733
493	0.06124096076
494	0.06120455175
495	0.06115844074
496	0.0609975391
497	0.06098215988
498	0.06094806613
499	0.06091277482
500	0.06084927044
501	0.06083006548
502	0.06081177706
503	0.06080656623
504	0.06075866983
505	0.06068508575
506	0.06066542687
507	0.06059578165
508	0.0605299448
509	0.06045428721
510	0.06042902964
511	0.06042140605
512	0.06039557543
513	0.06033263192
514	0.06025232977
515	0.06016617767
516	0.06010529281
517	0.06010522758
518	0.06000825502
519	0.05997606775
520	0.05992890009
521	0.05987654722
522	0.05979030281
523	0.05962778317
524	0.05959260585
525	0.05953217585
526	0.05946191346
527	0.05937284785
528	0.05935371134
529	0.05931277557
530	0.0592808031
531	0.05924832336
532	0.05922556767
533	0.05920301429
534	0.05913427901
535	0.05905488182
536	0.05891090783
537	0.05885348063
538	0.05883034635
539	0.05874360417
540	0.05874120898
541	0.05869935575
542	0.0586965553
543	0.05867492569
544	0.05864467313
545	0.05864161549
546	0.05860617292
547	0.05857321184
548	0.05854669993
549	0.05852340302
550	0.05852339917
551	0.05852208199
552	0.05843744393
553	0.05837623784
554	0.05827072128
555	0.05820981724
556	0.05815113055
557	0.05812230434
558	0.05810607841
559	0.05810458285
560	0.05806256657
561	0.05803510622
562	0.05802711951
563	0.05802583946
564	0.05799118155
565	0.05794017578
566	0.05790367728
567	0.05784142345
568	0.05770303349
569	0.05765375741
570	0.0576018201
571	0.05755825642
572	0.05746789942
573	0.05733130808
574	0.05731664659
575	0.05730421138
576	0.0572823828
577	0.05721879205
578	0.05717259707
579	0.0571648792
580	0.0571169152
581	0.05707979823
582	0.05705503877
583	0.05705117853
584	0.05696162093
585	0.05693743338
586	0.05689479724
587	0.05686481412
588	0.05683488438
589	0.05680897954
590	0.05678023448
591	0.05668473924
592	0.05668023487
593	0.05666545456
594	0.05651091125
595	0.05642494954
596	0.05632629984
597	0.05627934105
598	0.05620430635
599	0.0562042908
600	0.05615288835
601	0.05608753981
602	0.05605712576
603	0.05604995191
604	0.05596848616
605	0.05591289207
606	0.0558871744
607	0.05588314481
608	0.05585802782
609	0.05576340318
610	0.0557031015
611	0.05567219098
612	0.05565518523
613	0.05557409137
614	0.0555460943
615	0.05549369505
616	0.05543263066
617	0.05540557752
618	0.05539995698
619	0.05538782967
620	0.05535100052
621	0.05534286494
622	0.0553071113
623	0.05529276167
624	0.05529015048
625	0.05523056894
626	0.05520544407
627	0.05517907917
628	0.05514887489
629	0.05514671865
630	0.05512645073
631	0.05507619603
632	0.0550262734
633	0.05501130047
634	0.05500265719
635	0.05499107004
636	0.05489785566
637	0.05487827476
638	0.054827081
639	0.05481303194
640	0.05479219275
641	0.05479031502
642	0.05473108113
643	0.05469298325
644	0.05467981714
645	0.05467615724
646	0.0546489348
647	0.05462697504
648	0.05454255107
649	0.0544886379
650	0.05444336243
651	0.05434461804
652	0.05427833153
653	0.0542340141
654	0.05415858171
655	0.05410093459
656	0.05404844741
657	0.05403330097
658	0.05397930552
659	0.05387702212
660	0.05383030245
661	0.05379171102
662	0.05378030482
663	0.05371169766
664	0.05369958354
665	0.05366976739
666	0.05365146174
667	0.05363096015
668	0.05361934466
669	0.05358704772
670	0.0535310702
671	0.05349406008
672	0.05345123718
673	0.05342680578
674	0.0534057035
675	0.0533444619
676	0.0532549693
677	0.05320758196
678	0.05318364085
679	0.05316386482
680	0.05312311072
681	0.05310211873
682	0.0530633165
683	0.05286853299
684	0.05280917106
685	0.05278292694
686	0.0526589874
687	0.0525056172
688	0.0524247053
689	0.05237435025
690	0.0523156936
691	0.05227179024
692	0.05224872257
693	0.05224348999
694	0.05221765877
695	0.05213998303
696	0.05211888066
697	0.0520967315
698	0.05208716109
699	0.0520407497
700	0.052021885
701	0.05196709482
702	0.05193893256
703	0.05182955601
704	0.05178272335
705	0.05170131719
706	0.05167273217
707	0.05165494784
708	0.05162996814
709	0.05151005138
710	0.05143210206
711	0.05135867984
712	0.05132138089
713	0.05128584897
714	0.05126844435
715	0.05124135993
716	0.0512110432
717	0.05119467627
718	0.05116766251
719	0.05108615742
720	0.05101264654
721	0.05100448038
722	0.05091070921
723	0.05087551657
724	0.05082070574
725	0.05081410924
726	0.05067553692
727	0.05065106619
728	0.0505662541
729	0.05051315954
730	0.05049959347
731	0.05043065103
732	0.05032846337
733	0.0503101589
734	0.05023707078
735	0.0501777381
736	0.05015945623
737	0.05002917725
738	0.04997510195
739	0.04995873248
740	0.04990263709
741	0.04987461556
742	0.04986467853
743	0.04983820993
744	0.049805084
745	0.04969334661
746	0.04968936547
747	0.04966803797
748	0.0496232937
749	0.04955833381
750	0.04953698917
751	0.04950211215
752	0.0494244034
753	0.04936441536
754	0.04933577073
755	0.04932971199
756	0.04924378159
757	0.04924251455
758	0.04923325121
759	0.04919129055
760	0.04915972091
761	0.04910790973
762	0.0490871235
763	0.04893200429
764	0.04881517029
765	0.04880373606
766	0.04877347577
767	0.04870396143
768	0.04868443723
769	0.04866700199
770	0.04857458685
771	0.04851468627
772	0.04846989043
773	0.04846494386
774	0.04841545091
775	0.04836875058
776	0.04831672404
777	0.04831570685
778	0.04831446089
779	0.04828346787
780	0.04821936901
781	0.04820470373
782	0.04816871248
783	0.04814087864
784	0.04813768959
785	0.04809228034
786	0.04806115579
787	0.04804714782
788	0.0480038735
789	0.04800085313
790	0.0479973282
791	0.04794693674
792	0.04793337346
793	0.04786989926
794	0.04786678394
795	0.0478595574
796	0.04783424128
797	0.04780983345
798	0.04779994166
799	0.04771119458
800	0.04757474491
801	0.04753883524
802	0.04749480668
803	0.04745109724
804	0.04743971482
805	0.04736158502
806	0.04732880175
807	0.04725326257
808	0.04724013098
809	0.04720547157
810	0.04716425484
811	0.04715957134
812	0.04715040433
813	0.04702530279
814	0.04697000482
815	0.04684854175
816	0.04684215194
817	0.04680230892
818	0.04679830088
819	0.04670571517
820	0.0466674534
821	0.04661908836
822	0.04660152385
823	0.04655413419
824	0.04646036234
825	0.04639814386
826	0.04629278426
827	0.04617090875
828	0.04615953433
829	0.04614428997
830	0.04609919592
831	0.04606915426
832	0.04600474286
833	0.04591722913
834	0.04591240904
835	0.04588057833
836	0.04578829955
837	0.04573760058
838	0.04569277723
839	0.04567882889
840	0.04565128442
841	0.04560091637
842	0.0455611092
843	0.04553005583
844	0.04550913456
845	0.04545690956
846	0.04544533849
847	0.04542383111
848	0.04539178908
849	0.04538734795
850	0.04537534328
851	0.04532811624
852	0.04527921414
853	0.04525449286
854	0.04517120846
855	0.04512414044
856	0.04510704538
857	0.04504391769
858	0.04500302511
859	0.04495483643
860	0.04490985967
861	0.04489285695
862	0.04489285514
863	0.04484783416
864	0.04482844355
865	0.04479670122
866	0.04473570546
867	0.04472645663
868	0.04471475057
869	0.04463901033
870	0.04463682113
871	0.04455952328
872	0.04452641535
873	0.04447162733
874	0.04439970322
875	0.04439355575
876	0.04436421651
877	0.04435882469
878	0.04432676888
879	0.04430364908
880	0.04427127564
881	0.04424472358
882	0.04418691694
883	0.04418691648
884	0.04412916186
885	0.044077681
886	0.04405692107
887	0.04403802753
888	0.04398835321
889	0.04393014
890	0.04383887747
891	0.04381488328
892	0.04370489765
893	0.04363784298
894	0.04357724423
895	0.04353502451
896	0.0434964381
897	0.04344159213
898	0.04343454289
899	0.04342499916
900	0.04341339431
901	0.04340422236
902	0.0433519951
903	0.04330199835
904	0.04327593719
905	0.04325047135
906	0.04323013094
907	0.04321071253
908	0.04314301222
909	0.04312524377
910	0.04311033898
911	0.04309431917
912	0.04302204992
913	0.0430008589
914	0.04298980844
915	0.04298717612
916	0.0429749679
917	0.04295871181
918	0.04295292069
919	0.04295066215
920	0.04291622414
921	0.04290035668
922	0.04285673299
923	0.04281342105
924	0.04279883936
925	0.04278681777
926	0.04267658723
927	0.04259516582
928	0.04256123918
929	0.04253683618
930	0.0425201035
931	0.04247712971
932	0.04240750747
933	0.04233224859
934	0.04224327197
935	0.04221001833
936	0.04211792166
937	0.04207924697
938	0.04205191654
939	0.04202530421
940	0.04199939029
941	0.04195268874
942	0.04189246838
943	0.04182831148
944	0.04182549118
945	0.04178423039
946	0.04174165096
947	0.04171892075
948	0.0416840697
949	0.04165496458
950	0.04159139485
951	0.04158119538
952	0.04155325125
953	0.04150979548
954	0.04148759684
955	0.04146387739
956	0.04145984054
957	0.04145787063
958	0.04141561042
959	0.04135062191
960	0.04133642702
961	0.04132746398
962	0.04131980839
963	0.04127981081
964	0.04126950131
965	0.0412476264
966	0.04121125037
967	0.04114513524
968	0.04113349026
969	0.0411125429
970	0.04110060587
971	0.04105490345
972	0.04103838438
973	0.04102675353
974	0.04096607725
975	0.0408936966
976	0.04087140138
977	0.04085872986
978	0.04084200497
979	0.04082955687
980	0.04082046356
981	0.04081589526
982	0.04081233246
983	0.04076560984
984	0.04073077698
985	0.04072108739
986	0.04071319235
987	0.04069659
988	0.04066740054
989	0.04065723806
990	0.04064525551
991	0.04063970245
992	0.04059414288
993	0.04059263869
994	0.0405626768
995	0.04052040385
996	0.04050965412
997	0.04050776986
998	0.04049478032
999	0.04049034572
1000	0.04045965132
1001	0.04042687708
1002	0.04041439574
1003	0.04040680003
1004	0.040361023
1005	0.04035326901
1006	0.04034053177
1007	0.04033214903
1008	0.04032853235
1009	0.04031617225
1010	0.04030385794
1011	0.04029537359
1012	0.04027398851
1013	0.04026393684
1014	0.04025265258
1015	0.04018329773
1016	0.04016482643
1017	0.04015223242
1018	0.04013198063
1019	0.04005949873
1020	0.04001588174
1021	0.03998364239
1022	0.03997441747
1023	0.03993636402
1024	0.03989324634
1025	0.03984366389
1026	0.03982292627
1027	0.0398144576
1028	0.03980495116
1029	0.0397977229
1030	0.03978264939
1031	0.03978118045
1032	0.03976994968
1033	0.0397548931
1034	0.03975303822
1035	0.03974174895
1036	0.0397335012
1037	0.03973007796
1038	0.03968496502
1039	0.03962370333
1040	0.0395925379
1041	0.03955975246
1042	0.03952558809
1043	0.03948123085
1044	0.03945847991
1045	0.03943094428
1046	0.03942186628
1047	0.03941232834
1048	0.03937364076
1049	0.03936265851
1050	0.03932270794
1051	0.03931948774
1052	0.03928028877
1053	0.03925676845
1054	0.03922410036
1055	0.03921907959
1056	0.03918931622
1057	0.03913347365
1058	0.03911899623
1059	0.0390970493
1060	0.03909176912
1061	0.03904706403
1062	0.039042912
1063	0.03901254588
1064	0.03899680995
1065	0.03896796076
1066	0.03896665006
1067	0.03895750279
1068	0.03890960622
1069	0.03887392956
1070	0.03883118047
1071	0.03880418689
1072	0.03871331375
1073	0.03871054522
1074	0.03869033114
1075	0.03867972863
1076	0.0386455467
1077	0.03860934817
1078	0.03860415995
1079	0.03855587878
1080	0.03854876386
1081	0.03850852501
1082	0.03850156755
1083	0.0384667034
1084	0.0384632354
1085	0.03842971772
1086	0.0384247397
1087	0.03836148176
1088	0.03835329131
1089	0.03831637861
1090	0.03828509077
1091	0.03826123472
1092	0.03822268161
1093	0.03818077348
1094	0.03816583194
1095	0.03813405129
1096	0.03813007226
1097	0.03811160606
1098	0.0380849611
1099	0.03805301021
1100	0.03804371487
1101	0.03801167757
1102	0.03798119469
1103	0.03793221401
1104	0.03792364525
1105	0.03789492825
1106	0.03785589455
1107	0.03779931999
1108	0.03778100608
1109	0.03775933157
1110	0.03774191996
1111	0.03770453163
1112	0.0376953915
1113	0.03768666747
1114	0.03764609472
1115	0.0375785394
1116	0.03757431725
1117	0.03755577582
1118	0.03752025659
1119	0.03751760579
1120	0.03745618735
1121	0.03745303841
1122	0.03741052342
1123	0.03739338595
1124	0.03737837228
1125	0.03737289954
1126	0.03736087324
1127	0.03735184516
1128	0.037324846
1129	0.0373232112
1130	0.03731490458
1131	0.03729584193
1132	0.037282568
1133	0.03727327504
1134	0.03722244924
1135	0.03717257999
1136	0.03714096447
1137	0.03708658628
1138	0.03706939338
1139	0.03704258703
1140	0.03700336613
1141	0.0369735687
1142	0.03690915604
1143	0.03688343725
1144	0.03688172212
1145	0.03687398288
1146	0.03685554526
1147	0.03684617682
1148	0.03684382959
1149	0.03683722197
1150	0.03679332245
1151	0.03675509963
1152	0.03669413248
1153	0.03668988624
1154	0.0366444047
1155	0.03662647405
1156	0.03660882243
1157	0.03657700468
1158	0.03657316636
1159	0.03654761926
1160	0.03653895245
1161	0.03652015361
1162	0.03649157385
1163	0.0364533532
1164	0.0364156467
1165	0.03639924259
1166	0.03638213626
1167	0.03637515018
1168	0.03636334904
1169	0.03633445082
1170	0.03630228208
1171	0.03629294273
1172	0.03627678287
1173	0.03627201595
1174	0.03621831156
1175	0.03617841818
1176	0.03614516124
1177	0.03611737053
1178	0.03610866128
1179	0.03609282702
1180	0.03606723922
1181	0.03606296531
1182	0.03601955753
1183	0.03598474154
1184	0.03596087383
1185	0.03590329115
1186	0.03588988166
1187	0.03588872346
1188	0.03585958683
1189	0.03582577921
1190	0.03577561993
1191	0.03574477692
1192	0.03573936349
1193	0.03573156652
1194	0.03568964569
1195	0.03566339693
1196	0.03564261529
1197	0.03560906849
1198	0.03558377016
1199	0.03558244245
1200	0.03557027048
1201	0.03552608539
1202	0.03544576115
1203	0.03544485487
1204	0.03543683566
1205	0.03543203898
1206	0.03541854345
1207	0.0354111483
1208	0.03537369099
1209	0.03536785872
1210	0.03533437819
1211	0.0353055484
1212	0.03529371824
1213	0.03525840764
1214	0.03520847779
1215	0.03520547418
1216	0.03519609841
1217	0.03515155961
1218	0.03514005315
1219	0.03512461697
1220	0.03511531791
1221	0.03510109464
1222	0.03509677533
1223	0.03503984386
1224	0.03502850316
1225	0.03502439357
1226	0.03501551169
1227	0.03500383407
1228	0.03498968141
1229	0.03497229346
1230	0.03496517797
1231	0.03492720802
1232	0.03487316043
1233	0.03486210359
1234	0.03484653186
1235	0.03480838615
1236	0.03477249793
1237	0.03475560694
1238	0.0347414697
1239	0.03468945287
1240	0.03468282979
1241	0.03464154854
1242	0.03462760311
1243	0.03459323088
1244	0.03458300973
1245	0.03457418481
1246	0.03456379692
1247	0.0345378762
1248	0.03452977283
1249	0.03448685662
1250	0.03447720863
1251	0.03446478627
1252	0.03444315439
1253	0.03443663211
1254	0.03442734388
1255	0.0344115885
1256	0.03441153434
1257	0.03438574289
1258	0.03435279519
1259	0.03434544786
1260	0.03433717963
1261	0.03431037385
1262	0.03430403027
1263	0.03426835687
1264	0.03423984704
1265	0.03422854197
1266	0.03422198888
1267	0.03415638233
1268	0.03410571533
1269	0.03405905797
1270	0.0340172296
1271	0.03400161601
1272	0.0339939687
1273	0.03394043572
1274	0.03391517961
1275	0.03388344967
1276	0.03386611585
1277	0.03384301324
1278	0.03381392706
1279	0.03380666041
1280	0.03380554396
1281	0.03378391777
1282	0.03374370491
1283	0.03373812353
1284	0.03373109469
1285	0.03367801269
1286	0.03365259619
1287	0.03362715512
1288	0.03359253411
1289	0.03355224368
1290	0.03354142075
1291	0.03349721032
1292	0.03345597055
1293	0.03344320196
1294	0.03340531159
1295	0.03335087783
1296	0.03334253374
1297	0.03332705982
1298	0.0333033366
1299	0.03330039982
1300	0.03327226823
1301	0.03324596159
1302	0.0331928337
1303	0.03317830807
1304	0.03316584826
1305	0.03314082132
1306	0.03310339066
1307	0.03308490413
1308	0.03307260308
1309	0.03306222889
1310	0.03301813609
1311	0.03300961596
1312	0.03300754346
1313	0.03300258184
1314	0.0329864322
1315	0.03298360405
1316	0.032969033
1317	0.03292178132
1318	0.03286467818
1319	0.03283700303
1320	0.0328312316
1321	0.03281503743
1322	0.03278027605
1323	0.03274388164
1324	0.03271451117
1325	0.03270227246
1326	0.03269174551
1327	0.03266818474
1328	0.03265871723
1329	0.03265551434
1330	0.03265384215
1331	0.03265053398
1332	0.03263855516
1333	0.03263332222
1334	0.03262530314
1335	0.03257606547
1336	0.03254688656
1337	0.03250298822
1338	0.03249923965
1339	0.03247123314
1340	0.0324594732
1341	0.03242201886
1342	0.03240871521
1343	0.03240220992
1344	0.03239901709
1345	0.0323441317
1346	0.03233622048
1347	0.03230836317
1348	0.032305632
1349	0.03227527277
1350	0.03227068607
1351	0.0322189659
1352	0.03217913188
1353	0.03214915
1354	0.03211746526
1355	0.032103958
1356	0.0321029006
1357	0.03205934421
1358	0.03201133556
1359	0.0319943174
1360	0.03196965587
1361	0.03193799126
1362	0.03191420994
1363	0.0318424915
1364	0.03180058015
1365	0.03175539909
1366	0.03174533432
1367	0.03173817268
1368	0.03170701394
1369	0.03166699069
1370	0.03165549325
1371	0.03162337904
1372	0.03160842234
1373	0.03158657902
1374	0.03154130731
1375	0.03151310964
1376	0.03150149449
1377	0.03146928937
1378	0.03146121551
1379	0.03145385536
1380	0.03142331787
1381	0.0313817885
1382	0.03135679438
1383	0.03134183621
1384	0.03132064889
1385	0.03130937599
1386	0.03130311297
1387	0.03129699866
1388	0.03129455726
1389	0.03127697892
1390	0.03126617714
1391	0.03121811586
1392	0.03119351143
1393	0.03114467825
1394	0.03113737961
1395	0.03112800505
1396	0.03111831098
1397	0.03110777232
1398	0.03110183074
1399	0.03106779132
1400	0.03104119931
1401	0.0310334865
1402	0.03103195132
1403	0.03102980233
1404	0.03097820029
1405	0.03096747981
1406	0.03096178638
1407	0.0309590957
1408	0.03092558238
1409	0.03092104512
1410	0.03089164014
1411	0.0308464914
1412	0.03082787463
1413	0.03079872954
1414	0.03075591781
1415	0.0307162809
1416	0.03071011116
1417	0.03069977832
1418	0.03069808824
1419	0.0306964341
1420	0.03069506553
1421	0.03068580704
1422	0.03068044691
1423	0.03067132279
1424	0.03066122996
1425	0.03064077878
1426	0.03061979344
1427	0.03058145578
1428	0.03057571195
1429	0.03051326335
1430	0.03046733371
1431	0.03045746791
1432	0.0304398166
1433	0.03043822027
1434	0.03040325668
1435	0.03036913891
1436	0.03033254094
1437	0.03031281756
1438	0.03029893124
1439	0.03027676858
1440	0.03022687272
1441	0.03021693788
1442	0.03020545558
1443	0.03017553692
1444	0.030173492
1445	0.0301716894
1446	0.03015454876
1447	0.03014189033
1448	0.03013211027
1449	0.03011536237
1450	0.03008908292
1451	0.03005938511
1452	0.03004698646
1453	0.03002001407
1454	0.03000852268
1455	0.02999897228
1456	0.02999481684
1457	0.02994702228
1458	0.02991412426
1459	0.0298649048
1460	0.02985691023
1461	0.02983920438
1462	0.02983386945
1463	0.02981617996
1464	0.02978934158
1465	0.02978853477
1466	0.02978644937
1467	0.02974873476
1468	0.02974138394
1469	0.02970853742
1470	0.02967379364
1471	0.02965899444
1472	0.0296222926
1473	0.02961698269
1474	0.02961238302
1475	0.029604015
1476	0.0295934689
1477	0.02956205167
1478	0.02951493088
1479	0.02948344251
1480	0.02945826676
1481	0.02941507858
1482	0.02940090856
1483	0.0293868371
1484	0.0293600419
1485	0.02935474715
1486	0.02935022096
1487	0.02933930868
1488	0.02928096712
1489	0.02927861286
1490	0.02927026195
1491	0.02920735091
1492	0.02919636805
1493	0.0291874521
1494	0.02914784379
1495	0.02913912921
1496	0.02913692371
1497	0.02912852245
1498	0.02908619958
1499	0.02907920866
1500	0.02904575895
